Date,Open,High,Low,Close,Volume
2016-05-27,74.5635431682593,75.08417510986328,74.4026231942987,75.08417510986328,288300
2016-05-31,75.30190927643491,75.59535248369608,74.50676282628083,75.52909088134766,1220900
2016-06-01,75.06525645832508,75.21670844780628,74.4878308531093,74.50675964355469,683100
2016-06-02,74.36476881829273,74.80967122674602,74.20384882178023,74.44996643066406,827200
2016-06-03,73.82519902936069,73.82519902936069,72.92593353760145,72.99219512939453,1212100
2016-06-06,72.81236847776718,73.58857910377448,71.70484975931312,73.22887420654297,993200
2016-06-07,73.41817337998089,73.87254381308591,72.9070093509776,73.72108459472656,900000
2016-06-08,73.59802139162888,74.20384375522984,73.2951102098284,73.88200378417969,626900
2016-06-09,73.57909234210004,74.06185229696756,73.27618116137107,73.90093231201172,474700
2016-06-10,73.2193937103034,73.36138493198582,71.97935196635555,72.62303924560547,636500
2016-06-13,72.14027569665944,72.29173493344871,71.59124679625918,71.76163482666016,698800
2016-06-14,71.47764200317086,71.50603879758818,70.40798126697081,70.5405044555664,909000
2016-06-15,70.61623530299867,70.77715528885479,70.24706252510654,70.33226013183594,754300
2016-06-16,70.0482853847722,70.49318781232631,69.66964455991936,70.2849349975586,1619600
2016-06-17,70.17134294383752,70.5215869824527,69.70751170932692,69.73590850830078,1482000
2016-06-20,70.64463106943055,71.01380384194803,70.5026470969024,70.56890869140625,792000
2016-06-21,70.63517656732056,71.25045976158387,70.63517656732056,70.871826171875,335500
2016-06-22,71.0706110917661,71.0706110917661,70.45532067450233,70.8339614868164,387400
2016-06-23,71.55335611418543,72.56622314453125,71.52495932304888,72.56622314453125,508800
2016-06-24,69.4708545166297,71.12740168130033,69.4708545166297,69.7927017211914,877100
2016-06-27,69.15848304288815,69.15848304288815,67.69125972347734,68.02256774902344,676700
2016-06-28,68.77983360216997,70.05773981925502,68.36332805332354,69.86841583251953,600600
2016-06-29,70.6162328390129,71.00434161462377,70.19973449144582,70.90968322753906,487800
2016-06-30,71.04221987283796,73.0111392519173,70.87183185501661,73.00167846679688,677400
2016-07-01,72.74609350660829,73.35191597073255,72.54730868762752,72.82182312011719,357000
2016-07-05,72.32958803915177,72.86914884445405,72.04560562710942,72.67982482910156,395700
2016-07-06,72.49999568322943,73.70218015474832,72.35801164657205,73.4749984741211,487200
2016-07-07,73.52228984128793,74.56354654974554,73.52228984128793,74.26063537597656,644400
2016-07-08,74.7055412654965,75.27349884035269,74.24171008859408,75.20723724365234,506000
2016-07-11,74.65822356402248,75.49122761364198,74.65822356402248,75.14098358154297,397400
2016-07-12,75.70894909418575,77.2045691937344,75.66161628171773,76.69340515136719,625900
2016-07-13,77.08151213999658,77.64000175943943,76.66500651059984,77.14777374267578,443300
2016-07-14,77.81038115519735,77.81038115519735,77.10990040128449,77.34654998779297,591000
2016-07-15,77.35603413614685,77.62108057283095,76.94899647353232,77.13831329345703,355000
2016-07-18,77.21402131010015,77.3181476985222,76.78805497344393,76.83538055419922,184000
2016-07-19,76.57980669705145,77.59266662597656,76.09703952435716,77.59266662597656,263000
2016-07-20,77.90504320555651,78.55819112351682,77.6399896143286,78.15115356445312,313900
2016-07-21,77.89558337325958,78.4730089762822,77.64946576656816,78.06597137451172,309800
2016-07-22,78.1700882233571,78.56765777036766,77.6494562770539,78.50139617919922,205800
2016-07-25,78.34993687406921,78.58658644532613,78.08489050977697,78.53926086425781,185500
2016-07-26,78.43515461008842,79.17350030643382,78.43515461008842,79.09777069091797,282900
2016-07-27,79.32496758342391,79.46695159945057,78.51089218899072,79.04098510742188,524400
2016-07-28,79.43854131400109,80.77324861392114,77.78199400307723,80.31887817382812,645100
2016-07-29,80.37566663020037,81.80502489024526,79.41013230174897,81.44532012939453,747100
2016-08-01,81.38854191086233,81.96596034954106,80.98150426846776,81.407470703125,471100
2016-08-02,81.46425428613111,81.49265108202052,79.89290473047978,80.23368072509766,532200
2016-08-03,80.39459987092313,80.51765505914052,80.07275266962563,80.44193267822266,317500
2016-08-04,80.6218099262963,81.38855978785865,80.51768349104678,80.82059478759766,252700
2016-08-05,81.61572004404947,82.33513689286958,81.04776241475909,82.18367767333984,396800
2016-08-08,82.07955433018492,82.45819517117431,81.38854147570461,81.5115966796875,250100
2016-08-09,81.50213585674277,81.9281095486439,81.26548621301124,81.61573028564453,299900
2016-08-10,81.68196925937154,81.96594441996307,81.20867010308035,81.49264526367188,269400
2016-08-11,81.60661241512923,81.90101309619467,81.53063570855186,81.79654693603516,223900
2016-08-12,81.54013583981472,82.02447829463897,81.2932151624776,81.94850158691406,197600
