Date,Open,High,Low,Close,Volume
2016-05-27,59.576901047047336,59.8960360357789,59.46748969682565,59.8777961730957,424900
2016-05-31,59.95075467839289,60.20605715942523,59.59515380031629,60.18782424926758,1240900
2016-06-01,59.722801643995,59.99634397609767,59.613383319859835,59.81398010253906,717600
2016-06-02,59.522198738218,59.722795500261675,59.130125145988025,59.40366744995117,424300
2016-06-03,59.17572635672035,59.52220729594807,58.54658314103269,59.33073043823242,594100
2016-06-06,59.27601421493657,59.686320700464535,59.07541745971152,59.38542556762695,509200
2016-06-07,59.36719221269464,59.72279301919212,59.13924262101833,59.166595458984375,919700
2016-06-08,59.432343671226384,59.826360409978314,59.16661080174749,59.7622184753418,519500
2016-06-09,59.707235205574065,60.238693896030355,59.450660503867475,60.1653938293457,783800
2016-06-10,59.6430863070635,60.431119699492285,59.578944379351654,60.09208679199219,748200
2016-06-13,59.81718352591852,60.44944460806823,59.64308102713639,59.66141128540039,709700
2016-06-14,59.42317008083175,59.90881708693553,59.26739783188253,59.45982360839844,928700
2016-06-15,59.441499407409026,59.97295807142302,59.249073633912424,59.377357482910156,713200
2016-06-16,58.90086954716129,59.47815386765455,58.845892751284055,59.45982360839844,660100
2016-06-17,59.1849323113406,59.42317677187755,58.47937105133615,58.53435134887695,1300100
2016-06-20,59.20326186543312,59.45066446272836,57.773805605706876,57.81045913696289,915800
2016-06-21,57.691335357976946,58.048698539438035,57.6546818277058,57.70050048828125,986100
2016-06-22,57.81045913696289,57.9570697665138,57.62719497615596,57.81045913696289,759000
2016-06-23,58.01204558419049,59.0291547819636,57.966226925921646,59.019996643066406,710800
2016-06-24,56.958278770500094,58.910035445483764,56.61007724501865,57.72798538208008,2018600
2016-06-27,57.14154297867178,57.23317330341305,56.069450002740254,56.28936767578125,1023100
2016-06-28,56.582593331811516,57.41644193582981,56.28937207515495,57.3614616394043,989500
2016-06-29,57.90209259806794,58.726776123046875,57.80130062487783,58.726776123046875,828500
2016-06-30,59.02916041478124,59.432342274994106,58.65347394672084,59.25823974609375,1398800
2016-07-01,59.29488053972075,59.72555070861899,59.11161991041911,59.349857330322266,656700
2016-07-05,58.387737346306324,59.33154301235302,57.90208681808668,59.18492889404297,805100
2016-07-06,59.23075354287921,59.47816314480781,58.95585553872446,59.322383880615234,733400
2016-07-07,59.42317039105437,59.743880020255155,59.13911428961162,59.48731231689453,712300
2016-07-08,59.94547638517285,60.56857243189783,59.77138085115371,60.366981506347656,830100
2016-07-11,60.68771477965535,60.96260585174948,60.47695866586319,60.870975494384766,477700
2016-07-12,61.118349309883634,61.73228709543343,61.017553867074476,61.677303314208984,655700
2016-07-13,61.979712070263204,62.04385401244772,61.20084363203771,61.549041748046875,567900
2016-07-14,61.97971006279561,62.17213588311665,61.33829066172548,61.73230743408203,836700
2016-07-15,61.94304946221678,61.94304946221678,61.50322106334503,61.8605842590332,910200
2016-07-18,62.914355386986486,62.914355386986486,61.79644705203206,61.94305419921875,627400
2016-07-19,61.55820018972601,62.382887207431246,61.55820018972601,62.373722076416016,517700
2016-07-20,62.456193435931915,62.502005108500356,61.97970450278378,62.07133483886719,402400
2016-07-21,61.88807971849233,61.95222165859934,61.42075587431429,61.73230743408203,396400
2016-07-22,61.68647153566399,62.245425568013495,61.59484121695567,62.11714172363281,534500
2016-07-25,62.12632216656804,62.712764739990234,61.79644734514969,62.712764739990234,640800
2016-07-26,62.74024231434141,63.17091253413445,62.39203729019603,62.767730712890625,1247800
2016-07-27,62.76773936634235,65.021879240439,62.74025096400345,64.91191864013672,1420800
2016-07-28,64.89358106480852,65.48918861766981,64.52705280220579,64.93939971923828,878900
2016-07-29,64.73781995316517,65.44338121242595,64.65534775920432,64.83861541748047,808500
2016-08-01,65.058530661044,65.45254739398113,64.73782099259434,65.4433822631836,851200
2016-08-02,65.4342159099517,65.4342159099517,64.82944319026147,65.24178314208984,570400
2016-08-03,65.35175601063963,65.74577276819142,64.89359731539092,65.54418182373047,995400
2016-08-04,65.52586750388673,65.86490051048246,65.19599263896538,65.45256042480469,1027800
2016-08-05,65.58998560765102,65.69078105701159,65.16848054257285,65.22345733642578,816200
2016-08-08,65.388398061769,65.40672133034441,64.55454602720155,64.6003646850586,1122900
2016-08-09,64.75615651646018,65.02188943229966,64.24302094984475,64.35298156738281,937400
2016-08-10,64.19718797795998,64.63702335918943,64.1055576458965,64.43543243408203,989000
2016-08-11,64.75612774821357,65.0493489404356,63.803157125755824,64.16968536376953,1152300
2016-08-12,64.03226868816243,64.37130870269735,63.81235443084291,64.27967834472656,947100
2016-08-15,64.16969361421633,64.3621193909516,64.00475623545103,64.22467041015625,636900
2016-08-16,64.050586949825,64.15138242198603,63.4641443795865,63.48246765136719,396500
2016-08-17,63.63822981050901,64.41710506080132,63.436645889188334,64.33463287353516,843200
2016-08-18,64.42626730359181,64.84777242384082,64.34380210201854,64.43543243408203,550200
2016-08-19,64.25216603705816,64.5453872680664,64.02308673186593,64.5453872680664,697500
2016-08-22,64.27965252768689,64.70115759781933,64.25216413043081,64.58203887939453,535300
2016-08-23,64.75613755754678,64.83860974429156,64.38960926401096,64.65534210205078,480700
2016-08-24,64.50874141907568,64.56371822176335,64.18803175182022,64.3987808227539,676300
2016-08-25,64.36212211688232,64.8935878032959,64.14220793286306,64.7103271484375,747500
2016-08-26,64.9027686187042,65.04021763853895,64.18804210470063,64.59121704101562,359600
2016-08-29,64.68283794038132,65.64497394770818,64.60037273509722,65.15016174316406,520100
2016-08-30,65.10435315029969,65.37007904052734,64.49041518781867,65.37007904052734,508100
2016-08-31,65.15932334309512,65.48919812824869,65.10434654255158,65.2509536743164,578000
2016-09-01,65.26929486606832,65.73661173084437,65.13184585074411,65.64498138427734,575200
2016-09-02,65.86488826698874,65.90154179971631,65.30593412704977,65.6724624633789,460900
2016-09-06,65.81907186590924,65.85572539600365,65.15932230610186,65.51668548583984,430600
2016-09-07,64.7378167388675,65.0127077262136,64.18802777322927,64.9668960571289,527800
2016-09-08,64.82944502429486,65.04020106646772,64.32546774362874,64.33463287353516,567400
2016-09-09,63.940611034704254,64.16052519814502,63.198396363750874,63.20756149291992,884700
2016-09-12,62.96014996460522,63.87646710626609,62.51115652265599,63.66571807861328,956300
2016-09-13,63.271706576894694,63.68404652781889,62.831871237089395,63.28086471557617,650100
2016-09-14,63.36372525710055,63.750368405111175,63.17040368309524,63.23484420776367,768000
2016-09-15,63.225645477861335,64.10940438153399,63.225645477861335,63.998931884765625,603900
2016-09-16,63.62149329731645,64.09099260574133,63.1980259494495,63.952903747558594,959300
2016-09-19,64.14621088326167,64.64332644659208,64.0725625723632,64.25668334960938,808000
2016-09-20,64.53287941050922,64.85508211829755,63.85164982497218,64.09100341796875,706400
2016-09-21,64.3763497953119,65.10361098585476,64.00811530315885,65.05757904052734,473200
2016-09-22,65.36138753163752,65.3705953274446,64.7906235909329,64.84586334228516,501300
2016-09-23,64.2474814818295,64.95632722502354,63.455779625358666,63.943687438964844,1030200
2016-09-26,63.68591514890581,64.4407927256091,63.326888437027975,63.3729133605957,687800
2016-09-27,63.28087829745397,63.52023186235348,63.078348898192175,63.10597229003906,806700
2016-09-28,63.115159908717246,63.115159908717246,62.645667697548355,62.7929573059082,622100
2016-09-29,62.88500809535505,63.22562625588355,61.67904688877761,62.12092971801758,889600
